"Model.No","Predictors","Time","DIC","xScore","yScore"
174,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + deficit*soil4","2016-05-25 10:23:43",-1.0753348516979e+34,-5.32497462106921,139566.683988144
173,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3+ temp*soil4","2016-05-25 10:35:31",-9.50151005214161e+33,-2.67967329685897,136954.291820406
172,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + temp*soil4","2016-05-25 10:47:27",-1.12159927976991e+34,-2.95586207146655,136715.232155859
171,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3+ moisture*soil4","2016-05-25 10:59:17",-8.33391717644807e+33,-5.12864521224024,135404.48981788
170,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*soil4","2016-05-25 11:11:16",-1.08648635300563e+34,-4.88704290090688,139027.794644023
169,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3+ moisture*temp","2016-05-25 11:22:28",-9.0619195399041e+33,-9.41740791753447,138038.247017877
168,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*temp","2016-05-25 11:33:53",-9.88208469163016e+33,-10.8545379027861,136617.745802892
167,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3+ moisture*deficit","2016-05-25 11:45:13",-8.18647573615268e+33,-16.054312714814,136433.640841829
166,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*deficit","2016-05-25 11:56:39",-6.91447305826392e+33,-24.7727987422633,139180.01657683
165,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3+ moisture*surplus","2016-05-25 12:08:03",-1.03839195878347e+34,-22.7671791166421,139222.096970596
164,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3 + moisture*surplus","2016-05-25 12:19:21",-7.14423118641796e+33,-24.435291197133,137625.554075309
163,"~ temp + deficit + moisture +u1 + u2 + u3","2016-05-25 12:28:38",-5.04390709482413e+33,-1.9761131686133,132797.968157071
162,"~ temp + moisture + surplus +u1 + u2 + u3","2016-05-25 12:37:54",-4.3730942759958e+33,-2.05268810499598,132225.606028929
161,"~ temp + deficit + surplus +u1 + u2 + u3","2016-05-25 12:47:14",-4.61717108156536e+33,-2.18872602129796,130223.365581643
160,"~ temp + deficit + surplus + soil4 +u1 + u2 + u3","2016-05-25 12:57:05",-8.12355476384624e+33,-2.25534439890651,137851.145101681
159,"~ temp + moisture + surplus + soil4 +u1 + u2 + u3","2016-05-25 13:06:54",-7.90345420387374e+33,-2.08806624061474,136181.517553123
158,"~ temp + moisture + deficit + soil4 +u1 + u2 + u3","2016-05-25 13:16:49",-8.19043161153181e+33,-2.06530712511799,137644.012717103
157,"~ temp + moisture + deficit + surplus + soil4 +u1 + u2 + u3","2016-05-25 13:26:49",-9.04965670038292e+33,-2.2548794695781,137016.789438015
156,"~ temp + moisture + deficit + surplus + soil4","2016-05-25 13:36:28",-6.00269994071501e+33,-1.34469325693291,135663.392681289
155,"~ temp + moisture + surplus + soil4","2016-05-25 13:45:53",-4.94276797632858e+33,-0.787555146539138,134922.473240176
154,"~ temp + moisture + deficit + soil4","2016-05-25 13:55:21",-5.53118029691386e+33,-0.621127022330075,135133.009912249
153,"~ temp + surplus + soil4","2016-05-25 14:04:40",-3.59401307263285e+33,-0.357824393700471,133393.847400624
152,"~ temp + deficit + soil4","2016-05-25 14:13:53",-4.46482517141655e+33,-0.103344487783547,134493.717293748
151,"~ temp + moisture + soil4","2016-05-25 14:23:08",-3.65950631273775e+33,-0.402989481267753,134896.445103064
